"annotation_id","annotator","created_at","id","img","kp-1","lead_time","updated_at"
11,"1","2025-11-06T09:45:19.803704Z",11,"/data/upload/1/3ea01cc5-362_Color.png","[{""x"":46.981277650156805,""y"":35.95800656215895,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":56.71361385488377,""y"":27.254042213596925,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":33.88813469847376,""y"":16.2263950751473,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":53.70289114406896,""y"":19.062075767891493,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":44.11058855379849,""y"":68.60771898278301,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",16.71,"2025-11-06T09:45:19.803724Z"
12,"1","2025-11-06T09:46:28.267251Z",12,"/data/upload/1/830f125a-363_Color.png","[{""x"":47.891496144124076,""y"":66.08711392256595,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":39.27942885504913,""y"":31.113718712054293,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":47.891496144124076,""y"":21.62206528217444,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":32.417781746680475,""y"":16.06885725888374,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":52.79267265010168,""y"":18.628846773166686,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":44.18060536102674,""y"":68.60771898278301,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",68.128,"2025-11-06T09:46:28.267269Z"
13,"1","2025-11-06T09:46:47.062379Z",13,"/data/upload/1/1892b627-364_Color.png","[{""x"":34.16820192738677,""y"":62.85758868916286,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":35.42850445749529,""y"":25.718048505027152,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":36.26870614423431,""y"":17.919926599980638,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":28.56685734912664,""y"":12.76056311734885,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":51.1822860838519,""y"":13.469483290534898,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":37.248941445429836,""y"":65.65388492784116,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",18.425,"2025-11-06T09:46:47.062399Z"
14,"1","2025-11-06T09:47:11.357969Z",14,"/data/upload/1/9b0c4eaa-365_Color.png","[{""x"":39.776548186369745,""y"":68.36590237326389,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":37.136914553864635,""y"":33.5870624273923,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":41.14187592732063,""y"":26.163092835971742,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":36.772827156277735,""y"":20.326316743406615,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":57.43478696933478,""y"":24.473499756544992,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":42.32515996947808,""y"":70.80930996506638,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",23.945,"2025-11-06T09:47:11.357988Z"
15,"1","2025-11-06T09:48:07.144566Z",15,"/data/upload/1/b66e2945-366_Color.png","[{""x"":41.07524056885675,""y"":65.42170780395512,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":42.97170041089767,""y"":30.0687907491068,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":42.31508699205543,""y"":21.40970128812477,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":33.779112547106315,""y"":17.921442500525373,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":55.88509764812838,""y"":16.89548403358437,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":43.26352859704977,""y"":68.3698722369482,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",55.45,"2025-11-06T09:48:07.144587Z"
16,"1","2025-11-06T09:48:28.887904Z",16,"/data/upload/1/b6ffeabd-367_Color.png","[{""x"":56.818372729603986,""y"":65.5577090517247,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":61.55323712373766,""y"":31.770094573137946,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":65.18893656923315,""y"":20.688609489992523,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":53.605429033584706,""y"":17.074047831970844,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":40.3308985000314,""y"":68.2486313060673,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",21.393,"2025-11-06T09:48:28.887939Z"
17,"1","2025-11-06T09:48:46.546818Z",17,"/data/upload/1/1a82e17c-368_Color.png","[{""x"":53.520847445275535,""y"":61.98287571814105,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":65.71777526443692,""y"":33.0750645245357,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":71.81623917401765,""y"":24.16630101483104,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":54.70413148743296,""y"":17.35672890683839,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":36.772827156277735,""y"":67.32772422564156,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",17.312,"2025-11-06T09:48:46.546837Z"
18,"1","2025-11-06T09:49:15.818212Z",18,"/data/upload/1/87fe099d-369_Color.png","[{""x"":55.068218885019895,""y"":60.59310861062712,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":70.17784588487656,""y"":27.443087593113212,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":72.08930472220784,""y"":16.691131633124826,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":57.889896216318405,""y"":14.591940231412806,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":35.407499415326825,""y"":64.35813638907332,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",28.922,"2025-11-06T09:49:15.818231Z"
19,"1","2025-11-06T09:49:41.741446Z",19,"/data/upload/1/5b462958-370_Color.png","[{""x"":55.81339776194911,""y"":59.751843168538265,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":61.2146943195571,""y"":25.09352359055374,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":58.81411807173132,""y"":13.672031911445199,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":37.10890783097334,""y"":64.92808570291258,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",25.539,"2025-11-06T09:49:41.741464Z"
20,"1","2025-11-06T09:50:04.612336Z",20,"/data/upload/1/46189d3e-371_Color.png","[{""x"":44.725021760087245,""y"":62.53286788421145,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":53.818272080404704,""y"":30.240095505806547,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":56.31978539091489,""y"":19.26470585594314,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":26.730456518023054,""y"":67.7820767387169,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",22.53,"2025-11-06T09:50:04.612367Z"
21,"1","2025-11-06T09:50:21.409683Z",21,"/data/upload/1/78d238b2-372_Color.png","[{""x"":55.15924073441663,""y"":57.836511901647235,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":58.800114710285676,""y"":38.5534420851012,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":68.17536519814857,""y"":29.388679623968255,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":41.32391962611408,""y"":66.40612800049969,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",16.443,"2025-11-06T09:50:21.409706Z"
22,"1","2025-11-06T09:50:45.394443Z",22,"/data/upload/1/1e419069-373_Color.png","[{""x"":53.49822663063255,""y"":53.99647733930455,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":58.93675316191014,""y"":41.37805396313677,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":68.33804494426707,""y"":31.729359765454657,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":38.85396972601454,""y"":61.94321915402331,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",23.634,"2025-11-06T09:50:45.394464Z"
23,"1","2025-11-06T09:51:04.096241Z",23,"/data/upload/1/1825498e-374_Color.png","[{""x"":26.76042372263778,""y"":67.5079474874471,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":22.02728755400795,""y"":31.84626955767988,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":19.20561022270941,""y"":23.910302063402742,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":51.518366758547515,""y"":17.254329326267072,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":73.27258876436528,""y"":19.763119050264365,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":64.62551307167621,""y"":26.47029157768569,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":54.431065939242785,""y"":68.14692087021209,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",18.335,"2025-11-06T09:51:04.096272Z"
25,"1","2025-11-06T09:51:35.469709Z",25,"/data/upload/1/a719deb1-376_Color.png","[{""x"":78.90894174623952,""y"":68.12458988475673,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":56.497078360002064,""y"":38.14789349867358,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":49.35250619385395,""y"":27.01884839371208,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":46.604593822258515,""y"":19.661313018765313,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":87.49352991159854,""y"":26.709708251907593,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":85.07536702459456,""y"":38.14789349867358,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280}]",23.733,"2025-11-06T09:51:35.469730Z"
26,"1","2025-11-06T09:51:57.409157Z",26,"/data/upload/1/046f6bf9-377_Color.png","[{""x"":69.63171478849623,""y"":59.066740462631074,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":68.81251814392564,""y"":28.006285286255462,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":72.72645766798492,""y"":15.769535407982966,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":47.69544908388498,""y"":10.803155750274044,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":70.54193328246348,""y"":12.03195071712986,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":58.8911365596824,""y"":63.538939744502784,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",21.557,"2025-11-06T09:51:57.409176Z"
27,"1","2025-11-06T09:52:11.718045Z",27,"/data/upload/1/26325a57-378_Color.png","[{""x"":79.6441182221362,""y"":66.56054656800126,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":80.09922746911981,""y"":32.76786578282175,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":82.82988295102163,""y"":22.78390667711824,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":72.81747951738166,""y"":19.814318840550023,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":55.068218885019874,""y"":70.50211122335241,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",13.907,"2025-11-06T09:52:11.718081Z"
28,"1","2025-11-06T09:52:25.479994Z",28,"/data/upload/1/c0d1a65d-379_Color.png","[{""x"":51.97347600553117,""y"":68.13852410460525,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":53.52084744527551,""y"":35.78865340967563,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":60.165442451236586,""y"":25.39509598168685,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":43.23537846344535,""y"":18.89272261540816,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":65.35368786685002,""y"":20.275116953120957,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":49.788951620009705,""y"":71.32130786792295,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",13.422,"2025-11-06T09:52:25.480014Z"
29,"1","2025-11-06T09:52:51.740489Z",29,"/data/upload/1/bd702976-380_Color.png","[{""x"":57.13371469825329,""y"":66.3366223159642,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":42.883085323031644,""y"":19.52711920959477,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":63.50780731172782,""y"":17.689272695750553,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":31.549698487658993,""y"":26.4764763400682,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":39.20739229534321,""y"":38.76707490140138,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":56.56483159276079,""y"":68.80437886204274,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",25.926,"2025-11-06T09:52:51.740506Z"
30,"1","2025-11-06T09:53:13.771958Z",30,"/data/upload/1/a399f359-381_Color.png","[{""x"":30.597344758745955,""y"":69.43204742171837,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":19.954790060051696,""y"":36.90323345974035,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":11.62278999988976,""y"":25.71804850502716,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":48.80171463809134,""y"":17.76238878371707,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":62.104908011459145,""y"":17.250390880860483,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":31.2274960238002,""y"":22.13406318503103,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":29.827159879235165,""y"":33.91001495073259,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":38.64927758999487,""y"":69.35602361003495,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",21.648,"2025-11-06T09:53:13.771979Z"
31,"1","2025-11-06T09:54:04.825162Z",31,"/data/upload/1/736f355e-382_Color.png","[{""x"":44.691728053793014,""y"":68.37040795480901,""width"":0.999875015623047,""keypointlabels"":[""1""],""original_width"":720,""original_height"":1280},{""x"":20.38889426486686,""y"":36.86384900567447,""width"":0.999875015623047,""keypointlabels"":[""2""],""original_width"":720,""original_height"":1280},{""x"":11.832840421574518,""y"":25.753494513686466,""width"":0.999875015623047,""keypointlabels"":[""3""],""original_width"":720,""original_height"":1280},{""x"":48.96975497543916,""y"":17.561528067981026,""width"":0.999875015623047,""keypointlabels"":[""4""],""original_width"":720,""original_height"":1280},{""x"":62.25894498736131,""y"":17.100729955410095,""width"":0.999875015623047,""keypointlabels"":[""5""],""original_width"":720,""original_height"":1280},{""x"":23.665680843149037,""y"":22.835106467403897,""width"":0.999875015623047,""keypointlabels"":[""6""],""original_width"":720,""original_height"":1280},{""x"":29.400057355142838,""y"":33.74066179824926,""width"":0.999875015623047,""keypointlabels"":[""7""],""original_width"":720,""original_height"":1280},{""x"":33.13195318040865,""y"":66.86692611307062,""width"":0.999875015623047,""keypointlabels"":[""8""],""original_width"":720,""original_height"":1280}]",50.699,"2025-11-06T09:54:04.825182Z"
